File,lambda,m1,m2,L_theoretical_90,L_observed,L_theoretical_low_90,L_theoretical_high_90,Verification
Config2,1.25,0.4,0.4,21.51424169529242,21.072197154658674,21.309200954197756,21.719282436387076,
Config4,1.25,0.4,0.3,2.3941720779090225,2.590469398712977,2.36451720998893,2.423826945829115,
Config6,1.25,0.4,0.25,1.715807707440333,2.0624057857658773,1.693964119154702,1.737651295725964,
Config8,1.25,0.4,0.2,1.339758575207866,1.8017477030275533,1.3219340944285187,1.3575830559872129,
Config10,1.25,0.3,0.4,2.3540752133124694,2.536445348569758,2.3253836041594997,2.382766822465439,
Config12,1.25,0.3,0.3,1.208352530614568,1.594586380432958,1.1936814112020633,1.2230236500270728,
Config14,1.25,0.3,0.25,0.967561061220221,1.434015883740013,0.9557231089949214,0.9793990134455205,
Config16,1.25,0.3,0.2,0.8046453901360823,1.3396572850135704,0.7945795031558642,0.8147112771163003,
Config18,1.25,0.25,0.4,1.6184845302919817,1.9352063230106524,1.5986373561383034,1.6383317044456602,
Config20,1.25,0.25,0.3,0.9485454687627882,1.404459543569378,0.937336535556131,0.9597544019694455,
Config22,1.25,0.25,0.25,0.7769497826842282,1.273288854651518,0.7678683965888565,0.7860311687796,
Config24,1.25,0.25,0.2,0.6531423305957424,1.2181567724345599,0.6454759813845039,0.6608086798069811,
Config26,1.25,0.2,0.4,1.23988379026038,1.6704364881361935,1.2246244113456064,1.2551431691751533,
Config28,1.25,0.2,0.3,0.773984006447439,1.2758406588072266,0.7650969887268412,0.7828710241680369,
Config30,1.25,0.2,0.25,0.6437062249507447,1.1940592874222995,0.6364956717115731,0.6509167781899163,
Config32,1.25,0.2,0.2,0.5421318779371375,1.1213866598189637,0.536178552451277,0.5480852034229979,
Config34,1.0,0.4,0.4,1.4934462496398122,1.8155294629351244,1.472950478653267,1.5139420206263574,
Config36,1.0,0.4,0.3,1.0161480289863,1.4765318963804468,1.0019964399704346,1.0302996180021655,
Config38,1.0,0.4,0.25,0.8732276831647068,1.4004547780880636,0.8608049923300544,0.8856503739993592,
Config40,1.0,0.4,0.2,0.7651496331607253,1.360491712401612,0.7539035679380262,0.7763956983834244,
Config42,1.0,0.3,0.4,0.9844022105946886,1.4290973433022287,0.9714008548191794,0.9974035663701978,
Config44,1.0,0.3,0.3,0.7177783668880333,1.238092948183699,0.7084816270417781,0.7270751067342885,
Config46,1.0,0.3,0.25,0.6262085157773007,1.1893949093701386,0.6180959656229374,0.634321065931664,
Config48,1.0,0.3,0.2,0.551352035444168,1.1653053947724867,0.5440828328090878,0.5586212380792482,
Config50,1.0,0.25,0.4,0.8374752951823448,1.3217469735379694,0.8265643215198327,0.8483862688448568,
Config52,1.0,0.25,0.3,0.6200330456736942,1.1777116666142122,0.612303234425671,0.6277628569217174,
Config54,1.0,0.25,0.25,0.5407925570951485,1.1135079301519712,0.5341565343180179,0.5474285798722791,
Config56,1.0,0.25,0.2,0.4738899375151187,1.096883666003651,0.4680538649718671,0.4797260100583703,
Config58,1.0,0.2,0.4,0.7283946654809563,1.2629288064469981,0.7188595446283403,0.7379297863335723,
Config60,1.0,0.2,0.3,0.5425576682701447,1.1415689733760506,0.5358541343735064,0.5492612021667831,
Config62,1.0,0.2,0.25,0.4718231719038096,1.0759835239145152,0.466146600721119,0.4774997430865002,
Config64,1.0,0.2,0.2,0.4098556131142366,1.0627558491852152,0.4049974420636387,0.4147137841648345,
